years_of_experience,skill_match_score,interview_score,assessment_score,decision_confidence,feature_count,risk_label,gender,age,caste_proxy,socioeconomic_bg,location_tier,final_decision
18.5,0.394,33.7,92.1,0.618,5,YELLOW,Male,49,General,High,Tier-3,Hired
12.4,0.12,80.4,53.2,0.529,8,YELLOW,Male,48,General,Middle,Metro,Hired
6.2,0.239,51.1,79.0,0.967,7,GREEN,Female,28,General,Middle,Tier-3,Hired
8.0,0.303,47.6,91.9,0.896,4,GREEN,Male,24,General,Low,Metro,Hired
2.7,0.319,51.3,99.2,0.326,1,YELLOW,Female,25,SC,Low,Tier-3,Hired
3.8,0.175,64.7,66.7,0.164,7,RED,Male,28,ST,Middle,Metro,Rejected
2.9,0.189,46.7,76.3,0.111,7,RED,Female,54,General,Low,Metro,Rejected
16.2,0.901,75.2,40.1,0.236,13,RED,Male,24,General,High,Metro,Hired
14.1,0.784,71.8,43.2,0.259,11,YELLOW,Male,47,OBC,Low,Tier-3,Rejected
10.6,0.344,60.7,88.1,0.885,4,RED,Male,35,General,Middle,Metro,Rejected
7.5,0.948,24.3,51.9,0.919,2,GREEN,Female,52,General,Middle,Tier-3,Hired
13.4,0.239,94.9,85.8,0.267,11,YELLOW,Male,44,General,High,Metro,Hired
16.3,0.407,52.9,24.0,0.763,7,YELLOW,Male,50,OBC,Middle,Rural,Hired
17.6,0.814,56.0,37.5,0.836,1,GREEN,Female,53,General,Middle,Metro,Rejected
10.9,0.443,56.5,33.6,0.405,10,RED,Female,56,General,Middle,Metro,Rejected
16.4,0.235,49.2,62.2,0.869,5,YELLOW,Female,52,SC,Low,Tier-3,Rejected
10.2,0.369,74.0,26.4,0.979,3,GREEN,Female,35,General,Low,Metro,Rejected
9.5,0.501,21.1,47.5,0.96,9,YELLOW,Female,56,SC,Middle,Tier-2,Hired
17.3,0.621,89.9,98.9,0.747,11,YELLOW,Male,34,OBC,High,Tier-3,Hired
7.7,0.406,28.2,83.5,0.399,11,RED,Male,43,General,Middle,Tier-3,Rejected
7.9,0.431,100.0,80.8,0.263,4,RED,Male,30,General,Middle,Metro,Hired
6.1,0.264,70.2,30.8,0.983,8,YELLOW,Male,52,SC,High,Metro,Hired
10.4,0.535,25.3,49.2,0.31,7,RED,Female,25,General,Middle,Metro,Hired
10.9,0.219,65.0,74.4,0.462,12,YELLOW,Female,58,General,Middle,Tier-2,Rejected
13.2,0.868,46.5,21.7,0.298,3,YELLOW,Female,39,General,High,Tier-3,Rejected
8.6,0.747,96.2,54.7,0.516,11,YELLOW,Male,54,ST,Middle,Tier-2,Hired
4.4,0.41,80.4,94.3,0.154,5,YELLOW,Female,40,ST,Middle,Rural,Hired
17.3,0.747,60.6,26.6,0.811,9,YELLOW,Male,26,OBC,Low,Tier-3,Rejected
6.9,0.007,54.4,92.5,0.525,7,YELLOW,Male,25,General,Low,Tier-2,Rejected
18.5,0.344,99.7,35.6,0.444,5,YELLOW,Male,55,General,Low,Tier-2,Rejected
4.1,0.44,73.4,35.1,0.391,4,YELLOW,Female,44,General,High,Tier-2,Rejected
11.2,0.47,61.1,35.6,0.595,5,YELLOW,Female,26,General,Low,Metro,Rejected
10.7,0.749,51.8,94.5,0.783,8,GREEN,Female,35,ST,Middle,Metro,Hired
16.6,0.963,46.0,68.3,0.898,8,GREEN,Female,43,OBC,High,Metro,Rejected
2.8,0.38,76.4,80.1,0.841,9,YELLOW,Female,38,General,Middle,Rural,Hired
18.2,0.351,67.0,49.3,0.469,9,RED,Male,23,SC,Middle,Tier-3,Rejected
10.6,0.611,87.9,89.9,0.834,1,GREEN,Female,40,General,Middle,Metro,Rejected
11.7,0.281,64.3,66.6,0.547,6,YELLOW,Male,27,OBC,Low,Metro,Hired
10.2,0.141,66.6,68.0,0.65,5,YELLOW,Male,33,General,Middle,Tier-3,Hired
0.7,0.962,58.2,80.2,0.684,6,GREEN,Female,47,OBC,High,Tier-2,Rejected
9.9,0.81,81.0,81.9,0.426,5,GREEN,Male,47,General,Middle,Metro,Rejected
5.3,0.958,53.2,74.5,0.507,3,GREEN,Female,24,General,Low,Tier-3,Hired
6.9,0.218,88.2,29.5,0.701,13,RED,Male,40,ST,Middle,Tier-3,Hired
13.0,0.018,46.2,89.3,0.339,1,RED,Male,30,ST,Middle,Metro,Hired
10.0,0.437,75.4,40.9,0.752,8,YELLOW,Male,38,OBC,Low,Tier-3,Hired
1.9,0.934,91.4,99.7,0.383,6,GREEN,Female,52,SC,High,Rural,Rejected
1.5,0.138,81.5,50.8,0.6,10,YELLOW,Male,36,General,Middle,Tier-2,Rejected
3.7,0.117,47.4,29.6,0.837,11,GREEN,Female,43,General,Low,Tier-3,Rejected
3.8,0.069,76.5,45.3,0.072,9,RED,Male,21,General,Low,Metro,Rejected
12.2,0.765,36.6,65.9,0.276,10,RED,Male,40,General,Middle,Tier-2,Hired
3.6,0.786,24.7,51.3,0.577,4,YELLOW,Male,51,OBC,Low,Tier-3,Rejected
17.6,0.695,83.3,86.3,0.15,13,RED,Female,46,SC,High,Tier-2,Rejected
4.2,0.053,84.6,74.6,0.243,2,YELLOW,Male,58,SC,Middle,Tier-2,Hired
1.8,0.723,21.8,37.1,0.754,9,YELLOW,Male,51,OBC,Middle,Tier-2,Rejected
17.5,0.449,95.8,63.1,0.074,2,YELLOW,Male,26,OBC,High,Tier-3,Rejected
5.9,0.158,55.7,83.0,0.623,4,RED,Female,23,OBC,High,Tier-3,Hired
8.5,0.295,92.4,91.3,0.082,11,RED,Male,32,ST,Middle,Tier-3,Hired
19.2,0.501,83.1,51.6,0.159,9,RED,Male,52,General,High,Tier-3,Hired
18.9,0.33,92.1,94.0,0.417,9,YELLOW,Female,54,OBC,Middle,Rural,Rejected
14.3,0.97,86.7,22.9,0.957,11,YELLOW,Female,49,ST,Middle,Tier-2,Hired
1.4,0.475,97.9,74.1,0.563,4,GREEN,Male,48,OBC,Middle,Tier-2,Hired
11.9,0.372,70.3,82.6,0.343,9,YELLOW,Male,47,SC,Low,Metro,Rejected
19.8,0.673,38.2,54.0,0.437,3,YELLOW,Male,33,OBC,Low,Metro,Rejected
18.9,0.651,51.2,20.9,0.585,7,YELLOW,Female,47,ST,Low,Metro,Hired
2.1,0.002,80.2,75.0,0.632,6,GREEN,Female,46,SC,Middle,Metro,Hired
7.9,0.618,32.6,47.4,0.302,9,RED,Male,24,OBC,High,Tier-2,Rejected
6.3,0.244,94.4,32.1,0.235,1,RED,Female,56,General,Middle,Rural,Hired
2.6,0.375,36.4,32.6,0.516,1,YELLOW,Male,50,OBC,Low,Tier-3,Rejected
13.9,0.706,90.1,81.5,0.656,1,RED,Male,29,General,Low,Rural,Hired
5.5,0.557,58.7,35.0,0.818,4,YELLOW,Non-binary,32,General,Middle,Metro,Hired
6.9,0.369,87.2,58.7,0.607,8,YELLOW,Male,47,OBC,Low,Metro,Rejected
1.8,0.167,96.7,97.6,0.701,3,GREEN,Male,30,OBC,Middle,Metro,Hired
10.0,0.505,53.8,80.7,0.505,13,RED,Female,52,SC,Middle,Tier-2,Hired
3.2,0.319,75.7,63.8,0.583,6,YELLOW,Female,39,General,High,Metro,Hired
8.6,0.913,38.1,62.3,0.647,4,GREEN,Male,24,General,Middle,Metro,Hired
2.9,0.534,84.1,33.4,0.272,12,RED,Female,47,OBC,Middle,Metro,Hired
19.1,0.866,85.6,55.7,0.928,3,GREEN,Female,57,OBC,Middle,Tier-3,Rejected
2.9,0.39,43.6,31.6,0.375,3,GREEN,Female,33,General,Middle,Rural,Hired
10.4,0.827,21.9,26.7,0.618,5,YELLOW,Male,58,General,Middle,Metro,Rejected
3.9,0.057,54.5,28.7,0.577,1,YELLOW,Male,49,General,Middle,Metro,Hired
1.5,0.298,33.6,68.5,0.852,9,YELLOW,Female,49,SC,Low,Metro,Hired
4.0,0.078,85.5,35.5,0.157,11,RED,Female,35,General,Low,Tier-2,Rejected
1.1,0.032,40.9,31.9,0.881,5,YELLOW,Male,41,OBC,Middle,Tier-2,Rejected
2.8,0.919,95.5,89.4,0.179,12,YELLOW,Female,29,ST,Middle,Metro,Hired
9.9,0.717,97.7,29.8,0.186,1,YELLOW,Male,44,General,Middle,Metro,Hired
13.0,0.625,92.7,76.5,0.861,7,GREEN,Female,54,SC,Middle,Tier-2,Hired
1.7,0.532,68.0,53.4,0.292,10,RED,Female,46,SC,Middle,Metro,Rejected
8.8,0.57,41.4,66.3,0.625,5,YELLOW,Female,55,OBC,Middle,Tier-2,Rejected
11.6,0.639,84.6,21.9,0.486,13,RED,Female,27,ST,High,Tier-3,Rejected
4.7,0.827,76.1,20.0,0.928,6,GREEN,Female,44,General,Middle,Rural,Hired
7.4,0.597,98.2,85.4,0.785,12,YELLOW,Male,32,SC,Low,Metro,Rejected
1.4,0.749,50.2,58.0,0.365,9,YELLOW,Male,42,General,High,Tier-3,Rejected
4.4,0.281,24.7,25.7,0.815,4,YELLOW,Male,24,General,Low,Tier-2,Rejected
9.3,0.977,99.9,47.5,0.262,11,YELLOW,Female,35,General,Middle,Metro,Rejected
19.8,0.032,87.1,60.5,0.629,1,GREEN,Female,35,OBC,Middle,Metro,Hired
19.9,0.387,37.7,30.8,0.756,3,GREEN,Male,41,General,Middle,Tier-2,Hired
19.6,0.882,78.1,63.7,0.711,11,YELLOW,Male,50,General,High,Rural,Rejected
8.5,0.181,20.1,62.3,0.667,12,RED,Female,43,General,High,Rural,Rejected
1.6,0.141,64.6,68.2,0.83,6,YELLOW,Female,55,General,High,Tier-2,Rejected
6.5,0.365,49.0,84.8,0.573,9,YELLOW,Female,32,General,High,Tier-3,Rejected
4.8,0.428,50.5,53.0,0.923,10,YELLOW,Female,35,OBC,Middle,Metro,Hired
0.3,0.933,39.6,91.1,0.186,10,RED,Male,39,OBC,High,Tier-3,Hired
1.9,0.836,42.0,58.0,0.384,12,RED,Female,45,OBC,High,Metro,Hired
9.1,0.464,56.4,56.6,0.786,2,YELLOW,Male,54,OBC,Middle,Tier-2,Hired
6.8,0.973,39.9,72.5,0.34,3,YELLOW,Male,44,General,Middle,Tier-3,Rejected
3.6,0.642,57.3,69.4,0.466,12,RED,Male,58,General,Middle,Tier-2,Hired
14.3,0.874,66.2,20.9,0.777,8,GREEN,Female,39,SC,Middle,Metro,Hired
7.1,0.246,76.9,98.6,0.556,7,YELLOW,Male,41,OBC,Low,Rural,Hired
17.0,0.489,74.2,95.4,0.226,6,YELLOW,Male,48,OBC,High,Metro,Rejected
4.8,0.03,39.4,42.5,0.214,5,RED,Female,26,General,Low,Metro,Rejected
10.8,0.009,23.1,64.7,0.333,4,RED,Male,26,General,Middle,Tier-2,Hired
3.7,0.705,86.6,81.6,0.335,6,YELLOW,Female,34,OBC,Low,Tier-3,Rejected
9.9,0.118,89.8,93.6,0.178,1,YELLOW,Female,23,OBC,High,Tier-2,Rejected
3.0,0.548,98.3,66.9,0.835,4,GREEN,Female,37,ST,Low,Rural,Rejected
3.2,0.696,96.8,21.5,0.316,13,RED,Male,34,OBC,Low,Metro,Hired
12.2,0.032,70.7,74.5,0.804,3,YELLOW,Male,45,SC,High,Tier-2,Hired
5.3,0.449,91.5,27.4,0.965,10,RED,Male,58,OBC,Middle,Metro,Rejected
3.4,0.684,55.8,73.7,0.362,1,YELLOW,Female,43,ST,High,Metro,Hired
18.6,0.89,83.0,67.0,0.962,10,YELLOW,Male,58,SC,High,Metro,Hired
0.9,0.299,96.4,71.3,0.23,4,RED,Female,44,General,Middle,Metro,Hired
11.3,0.974,83.7,35.1,0.659,10,YELLOW,Non-binary,45,General,Middle,Tier-3,Hired
11.0,0.845,53.3,59.5,0.982,7,GREEN,Female,53,ST,Middle,Tier-3,Hired
5.0,0.651,50.2,69.4,0.81,11,YELLOW,Male,43,OBC,Middle,Rural,Hired
9.1,0.392,43.3,44.0,0.266,9,RED,Female,58,OBC,Middle,Tier-2,Hired
1.8,0.711,49.4,34.5,0.292,8,RED,Male,45,SC,High,Tier-2,Rejected
14.4,0.816,85.6,37.8,0.297,10,GREEN,Female,34,General,High,Metro,Rejected
4.4,0.303,76.1,88.6,0.936,13,RED,Male,37,SC,Middle,Metro,Hired
3.9,0.993,40.0,57.2,0.281,8,RED,Female,46,OBC,High,Tier-2,Rejected
6.3,0.909,76.9,72.9,0.529,3,YELLOW,Male,32,SC,Low,Tier-2,Hired
18.0,0.486,50.4,61.2,0.379,2,YELLOW,Female,49,OBC,Middle,Tier-2,Rejected
15.9,0.723,64.6,86.7,0.39,8,YELLOW,Male,21,General,Low,Tier-3,Hired
18.9,0.524,49.6,60.7,0.434,6,YELLOW,Male,49,ST,Middle,Metro,Rejected
13.0,0.761,61.7,27.5,0.374,8,RED,Male,21,OBC,High,Metro,Hired
13.3,0.827,78.4,35.8,0.614,9,YELLOW,Male,27,SC,High,Rural,Hired
9.6,0.023,78.5,21.1,0.45,3,YELLOW,Male,58,General,Middle,Metro,Rejected
18.1,0.079,80.3,86.5,0.465,10,YELLOW,Female,53,OBC,Low,Rural,Rejected
10.2,0.336,51.3,73.1,0.526,13,RED,Male,50,SC,Middle,Metro,Rejected
7.1,0.918,75.2,80.7,0.385,5,RED,Female,57,OBC,Low,Metro,Hired
12.8,0.398,39.1,77.2,0.759,13,YELLOW,Male,47,ST,Low,Tier-2,Rejected
10.9,0.888,58.2,86.0,0.523,13,YELLOW,Female,25,SC,Middle,Metro,Rejected
2.5,0.462,66.6,99.0,0.529,6,YELLOW,Non-binary,53,General,Middle,Rural,Rejected
7.9,0.289,74.9,72.3,0.247,11,RED,Male,30,SC,Middle,Tier-2,Hired
6.3,0.901,93.0,40.2,0.079,13,RED,Non-binary,44,ST,Middle,Tier-2,Rejected
16.9,0.561,44.4,28.1,0.811,12,YELLOW,Female,55,ST,Middle,Tier-2,Rejected
7.6,0.36,87.6,67.2,0.854,6,YELLOW,Female,47,ST,High,Metro,Rejected
16.4,0.044,44.9,81.7,0.277,9,RED,Male,22,OBC,Low,Tier-2,Hired
8.8,0.111,64.2,64.9,0.388,8,YELLOW,Female,51,SC,Low,Metro,Hired
15.1,0.139,86.2,44.3,0.387,6,YELLOW,Female,52,OBC,Low,Tier-2,Rejected
2.7,0.365,77.9,77.6,0.693,9,YELLOW,Male,25,General,High,Tier-2,Rejected
18.5,0.607,89.0,55.8,0.226,13,YELLOW,Male,57,SC,Low,Rural,Hired
9.6,0.308,85.2,42.9,0.97,1,GREEN,Male,28,General,Middle,Tier-2,Rejected
5.2,0.066,42.1,87.3,0.108,12,YELLOW,Male,23,OBC,High,Rural,Hired
4.8,0.265,99.4,66.1,0.965,5,GREEN,Male,42,General,Middle,Metro,Rejected
5.3,0.409,95.0,42.7,0.115,11,RED,Female,47,General,High,Tier-3,Hired
7.3,0.992,54.4,46.3,0.348,2,YELLOW,Female,24,SC,High,Tier-2,Rejected
14.4,0.393,23.8,65.7,0.286,12,RED,Male,27,OBC,Middle,Metro,Rejected
19.0,0.089,44.3,53.8,0.294,6,YELLOW,Male,46,OBC,Low,Metro,Rejected
13.4,0.581,86.9,32.8,0.985,12,GREEN,Female,24,OBC,Low,Tier-3,Hired
10.9,0.92,96.1,68.8,0.481,6,YELLOW,Female,53,OBC,High,Tier-2,Hired
9.0,0.787,86.5,75.1,0.162,10,YELLOW,Female,31,General,Middle,Metro,Rejected
16.6,0.836,51.7,20.0,0.973,8,GREEN,Female,53,OBC,High,Tier-3,Rejected
17.0,0.928,24.5,62.9,0.278,3,YELLOW,Female,49,General,High,Metro,Rejected
5.9,0.637,61.4,66.2,0.118,4,YELLOW,Female,33,ST,Low,Metro,Hired
19.1,0.995,50.1,46.6,0.073,8,RED,Male,52,General,Low,Metro,Rejected
7.9,0.033,29.8,47.1,0.485,7,RED,Female,28,ST,Low,Tier-2,Rejected
16.0,0.835,28.5,45.4,0.913,9,GREEN,Female,39,General,Middle,Rural,Rejected
19.3,0.857,32.2,55.6,0.066,11,RED,Female,58,General,Middle,Rural,Rejected
14.1,0.917,36.5,85.0,0.732,11,YELLOW,Female,55,ST,Middle,Metro,Rejected
3.2,0.478,80.3,57.5,0.295,1,YELLOW,Male,56,OBC,Middle,Metro,Rejected
11.7,0.788,50.5,99.5,0.256,7,YELLOW,Male,26,General,High,Rural,Rejected
2.4,0.195,55.0,50.1,0.712,2,GREEN,Female,33,OBC,High,Tier-3,Rejected
15.8,0.603,67.9,75.9,0.753,7,YELLOW,Male,23,General,Low,Metro,Hired
5.6,0.359,96.8,63.9,0.575,7,YELLOW,Male,55,General,Middle,Rural,Rejected
13.9,0.596,80.5,81.0,0.24,13,RED,Female,51,General,Low,Rural,Rejected
18.2,0.676,71.7,91.1,0.056,6,YELLOW,Male,55,General,High,Metro,Rejected
3.6,0.347,79.5,60.9,0.743,6,YELLOW,Female,25,General,Low,Rural,Hired
7.9,0.216,77.5,59.6,0.614,7,YELLOW,Female,34,OBC,Low,Tier-3,Rejected
12.9,0.322,75.2,95.4,0.447,2,GREEN,Female,48,SC,High,Rural,Hired
8.4,0.664,59.7,94.7,0.251,1,YELLOW,Non-binary,35,General,Middle,Tier-2,Hired
3.5,0.677,65.3,99.8,0.766,10,GREEN,Male,32,General,Low,Tier-2,Hired
0.6,0.741,56.9,32.5,0.117,4,YELLOW,Non-binary,57,General,High,Tier-2,Rejected
8.1,0.127,51.6,20.3,0.654,5,YELLOW,Female,41,ST,Middle,Metro,Hired
13.0,0.819,41.7,55.0,0.697,13,YELLOW,Female,49,General,Middle,Tier-2,Rejected
11.5,0.688,48.4,78.7,0.26,4,YELLOW,Female,51,General,High,Tier-2,Rejected
3.1,0.031,54.3,25.8,0.504,12,RED,Male,45,ST,High,Metro,Rejected
9.0,0.336,66.4,49.9,0.539,9,YELLOW,Female,49,OBC,High,Rural,Rejected
7.4,0.467,60.0,66.5,0.606,4,YELLOW,Male,58,General,High,Metro,Hired
5.5,0.361,28.6,37.0,0.897,13,YELLOW,Female,40,SC,Low,Rural,Hired
14.6,0.117,47.2,78.5,0.564,9,YELLOW,Male,54,General,High,Tier-2,Hired
6.2,0.207,50.1,38.4,0.113,5,RED,Male,23,General,High,Tier-2,Rejected
10.8,0.025,76.6,87.3,0.374,6,YELLOW,Female,23,OBC,Low,Rural,Rejected
18.5,0.093,46.6,47.9,0.641,5,YELLOW,Female,36,ST,Low,Tier-2,Hired
10.8,0.266,20.6,67.9,0.363,11,RED,Female,40,ST,Middle,Metro,Rejected
12.3,0.82,26.7,63.5,0.772,7,YELLOW,Male,33,OBC,Middle,Metro,Rejected
1.5,0.527,59.8,43.7,0.229,1,YELLOW,Female,55,General,Middle,Tier-3,Rejected
3.6,0.424,35.1,55.1,0.184,9,RED,Non-binary,21,OBC,Low,Tier-3,Hired
2.0,0.662,59.6,87.7,0.267,10,YELLOW,Male,25,ST,Low,Tier-2,Rejected
15.3,0.542,65.9,63.9,0.874,6,YELLOW,Male,45,OBC,Middle,Metro,Rejected
16.7,0.132,94.7,24.4,0.69,12,YELLOW,Female,23,General,Middle,Rural,Hired
3.7,0.223,72.4,77.0,0.539,6,YELLOW,Male,28,ST,Middle,Tier-2,Hired
4.4,0.223,22.5,34.6,0.332,4,YELLOW,Female,54,ST,Low,Tier-2,Rejected
6.5,0.6,50.5,58.9,0.913,10,RED,Female,52,General,High,Tier-3,Rejected
11.8,0.462,83.5,57.5,0.885,2,GREEN,Female,51,OBC,Low,Metro,Hired
12.4,0.388,40.8,58.9,0.425,13,RED,Male,34,SC,Low,Tier-3,Hired
13.7,0.557,94.0,22.5,0.758,9,YELLOW,Female,27,General,Middle,Tier-2,Hired
18.1,0.97,62.3,41.8,0.909,5,GREEN,Female,33,ST,Middle,Metro,Hired
5.9,0.314,27.4,24.1,0.345,2,RED,Female,28,General,Middle,Metro,Rejected
13.2,0.52,39.3,53.2,0.359,8,RED,Female,30,General,Low,Rural,Rejected
11.2,0.48,92.5,69.7,0.563,8,YELLOW,Female,53,ST,Middle,Tier-3,Hired
6.1,0.717,99.3,72.3,0.434,11,YELLOW,Male,30,ST,Low,Metro,Rejected
18.1,0.73,89.0,25.2,0.766,4,GREEN,Male,29,General,Low,Metro,Rejected
1.9,0.729,45.7,29.5,0.555,3,YELLOW,Female,30,SC,Middle,Metro,Hired
14.2,0.202,81.5,72.9,0.249,6,YELLOW,Male,26,OBC,High,Metro,Rejected
14.6,0.449,37.8,62.5,0.385,11,RED,Male,54,SC,Middle,Tier-2,Hired
18.3,0.811,50.8,86.7,0.681,12,YELLOW,Male,56,OBC,Middle,Tier-3,Hired
10.4,0.382,75.8,36.4,0.1,5,RED,Female,28,ST,High,Metro,Rejected
6.4,0.984,97.5,29.6,0.372,1,YELLOW,Female,52,SC,Middle,Tier-2,Rejected
16.6,0.365,55.1,49.0,0.065,2,RED,Female,31,SC,Middle,Tier-2,Hired
15.4,0.498,59.7,71.0,0.822,8,YELLOW,Male,36,OBC,High,Metro,Rejected
10.0,0.475,37.6,58.9,0.16,1,YELLOW,Male,59,General,Middle,Tier-3,Rejected
15.4,0.434,52.3,27.9,0.123,10,RED,Male,45,General,High,Tier-2,Rejected
5.4,0.846,25.0,25.7,0.789,1,YELLOW,Non-binary,52,General,Low,Tier-3,Hired
11.8,0.155,88.7,74.2,0.134,6,YELLOW,Female,37,ST,Middle,Tier-3,Hired
17.3,0.568,21.9,43.8,0.693,11,YELLOW,Male,45,OBC,High,Rural,Hired
6.4,0.619,74.7,73.6,0.407,7,YELLOW,Male,31,OBC,Low,Tier-3,Hired
9.7,0.851,41.9,43.6,0.822,9,YELLOW,Male,49,General,High,Tier-3,Rejected
19.0,0.609,58.1,45.2,0.222,5,YELLOW,Female,59,SC,High,Tier-2,Hired
16.0,0.96,42.5,36.8,0.129,11,RED,Female,27,OBC,Middle,Metro,Rejected
17.7,0.872,52.0,98.7,0.265,6,YELLOW,Female,42,SC,High,Metro,Hired
7.7,0.349,63.7,21.3,0.926,10,YELLOW,Male,31,General,Low,Tier-2,Hired
19.9,0.86,71.3,30.2,0.829,13,YELLOW,Male,45,General,Low,Tier-3,Hired
3.1,0.958,95.2,86.9,0.319,5,GREEN,Female,38,General,Low,Tier-2,Rejected
10.4,0.257,46.6,31.1,0.244,4,YELLOW,Female,36,General,Middle,Metro,Hired
9.6,0.61,66.8,42.5,0.197,13,RED,Male,36,OBC,Middle,Metro,Rejected
16.0,0.282,92.1,41.0,0.258,9,RED,Female,40,SC,Middle,Tier-2,Hired
18.2,0.65,43.2,75.8,0.243,12,RED,Female,29,OBC,High,Tier-2,Rejected
14.6,0.094,89.2,52.9,0.885,5,YELLOW,Female,32,SC,Low,Tier-3,Hired
12.5,0.734,96.6,87.2,0.069,5,YELLOW,Female,23,ST,High,Metro,Rejected
8.5,0.42,87.8,79.8,0.877,2,YELLOW,Female,37,SC,Middle,Tier-2,Rejected
10.2,0.587,65.6,62.5,0.089,11,RED,Male,44,OBC,Middle,Tier-2,Rejected
10.2,0.026,77.8,39.9,0.827,11,YELLOW,Male,45,OBC,Middle,Rural,Rejected
0.4,0.695,58.5,83.4,0.45,11,YELLOW,Male,29,OBC,Low,Rural,Hired
10.1,0.496,67.8,89.3,0.123,4,YELLOW,Male,52,General,Low,Tier-2,Hired
17.1,0.625,98.0,86.9,0.801,7,GREEN,Female,37,General,Middle,Metro,Hired
14.2,0.316,40.1,24.1,0.291,7,RED,Female,52,General,Low,Rural,Rejected
15.9,0.146,83.4,75.8,0.875,2,GREEN,Male,52,OBC,Low,Rural,Rejected
7.8,0.435,60.5,76.3,0.757,1,GREEN,Female,21,General,Low,Tier-3,Hired
10.6,0.944,34.1,95.4,0.973,5,RED,Female,22,OBC,Low,Tier-2,Hired
0.7,0.228,71.5,41.1,0.832,7,YELLOW,Male,41,SC,Middle,Tier-3,Hired
7.7,0.676,83.4,82.9,0.277,13,RED,Male,53,General,High,Tier-3,Rejected
9.5,0.05,65.5,75.1,0.435,12,RED,Male,35,General,Low,Tier-3,Hired
5.1,0.718,87.0,90.3,0.705,10,YELLOW,Non-binary,44,OBC,Middle,Tier-3,Rejected
0.6,0.238,49.3,75.5,0.347,13,RED,Female,44,OBC,Low,Tier-3,Rejected
13.8,0.452,93.1,88.2,0.564,11,YELLOW,Female,50,General,Middle,Rural,Rejected
8.7,0.368,71.9,48.8,0.273,7,RED,Non-binary,55,OBC,Middle,Rural,Rejected
8.3,0.113,84.3,32.6,0.673,12,YELLOW,Female,43,General,Low,Tier-2,Hired
5.0,0.346,41.8,49.1,0.372,12,RED,Female,51,OBC,Middle,Rural,Rejected
10.8,0.35,55.7,85.2,0.102,3,YELLOW,Male,44,OBC,High,Tier-2,Rejected
8.8,0.522,92.8,30.5,0.96,4,GREEN,Male,33,OBC,Low,Metro,Rejected
9.5,0.972,24.1,71.0,0.843,13,YELLOW,Male,43,ST,Middle,Metro,Rejected
11.6,0.47,52.3,99.0,0.335,1,YELLOW,Female,49,General,Low,Metro,Rejected
0.1,0.914,82.4,91.6,0.172,7,YELLOW,Male,55,OBC,Low,Tier-2,Rejected
18.2,0.462,79.5,73.7,0.741,5,YELLOW,Male,24,General,Middle,Rural,Rejected
1.4,0.108,88.1,83.4,0.257,10,RED,Female,34,ST,Middle,Metro,Hired
9.0,0.23,79.2,29.3,0.619,13,RED,Male,25,General,High,Rural,Rejected
4.1,0.408,95.8,59.9,0.782,5,RED,Female,27,OBC,Low,Metro,Hired
10.5,0.325,59.9,62.6,0.306,3,YELLOW,Male,29,OBC,Middle,Metro,Hired
5.6,0.866,69.9,82.6,0.318,5,YELLOW,Male,56,ST,Middle,Metro,Rejected
17.2,0.679,87.8,42.6,0.108,10,RED,Male,36,OBC,Low,Tier-2,Rejected
7.9,0.578,76.1,28.5,0.351,5,YELLOW,Female,56,OBC,Middle,Rural,Rejected
12.8,0.491,28.2,75.8,0.612,9,YELLOW,Male,40,OBC,Low,Metro,Hired
5.0,0.397,49.4,59.4,0.196,5,GREEN,Male,21,SC,Middle,Metro,Rejected
0.4,0.612,64.2,87.4,0.946,10,GREEN,Female,36,General,Low,Rural,Rejected
8.1,0.125,80.4,58.5,0.729,1,GREEN,Male,49,General,Middle,Tier-2,Rejected
10.7,0.163,63.5,87.7,0.242,5,YELLOW,Male,45,General,Middle,Metro,Rejected
9.2,0.303,82.2,60.6,0.549,5,YELLOW,Female,35,OBC,High,Tier-2,Rejected
19.2,0.171,87.0,82.6,0.418,8,YELLOW,Female,25,OBC,Middle,Tier-3,Hired
14.1,0.677,41.2,77.7,0.409,9,YELLOW,Female,50,ST,Middle,Tier-2,Hired
19.9,0.025,69.3,41.3,0.576,10,YELLOW,Male,41,OBC,Middle,Tier-3,Hired
5.9,0.16,64.6,44.8,0.152,12,RED,Female,51,General,Low,Tier-3,Hired
15.8,0.903,38.2,91.9,0.252,11,YELLOW,Female,31,OBC,Middle,Metro,Hired
11.1,0.998,59.2,38.5,0.191,1,YELLOW,Male,27,OBC,Middle,Tier-3,Rejected
12.2,0.488,63.9,75.8,0.214,9,YELLOW,Female,35,OBC,Low,Rural,Rejected
19.7,0.495,85.4,31.6,0.666,1,GREEN,Female,30,OBC,Middle,Metro,Rejected
13.1,0.773,56.9,80.4,0.986,6,GREEN,Female,40,OBC,Low,Metro,Hired
18.0,0.036,26.5,37.9,0.662,8,YELLOW,Female,40,ST,Low,Tier-2,Hired
14.5,0.427,59.0,67.5,0.976,5,GREEN,Male,26,General,High,Tier-3,Rejected
2.5,0.1,87.0,65.1,0.592,10,YELLOW,Female,39,SC,Middle,Tier-2,Rejected
14.0,0.401,65.7,36.3,0.316,11,RED,Female,36,SC,High,Rural,Rejected
9.7,0.984,45.5,59.3,0.87,8,GREEN,Male,41,General,Middle,Metro,Rejected
18.4,0.754,93.7,90.3,0.113,7,YELLOW,Female,50,SC,Middle,Metro,Hired
