years_of_experience,skill_match_score,assessment_score,interview_score,decision_confidence,feature_count,institution_tier,career_gap_months,applicant_surname,emotion_score,home_district,caste_indicator,risk_label
5.3,0.382,51.5,3.5,0.331,6,3,3,Das,0.704,Bengaluru Urban,General,YELLOW
6.3,0.757,73.3,9.2,0.78,5,3,0,Gupta,0.599,Pune,General,GREEN
0.7,0.542,50.5,2.3,0.327,3,4,0,Deshmukh,0.618,Pune,SC,YELLOW
2.2,0.705,70.6,6.9,0.738,5,1,0,Paswan,0.665,Bengaluru Urban,OBC,GREEN
10.2,0.651,80.7,9.1,0.686,7,3,0,Singh,0.573,Mumbai Suburban,General,GREEN
4.3,0.513,70.9,6.1,0.612,10,4,0,Kumar,0.634,Bastar,OBC,YELLOW
4.6,0.312,40.1,2.1,0.204,5,3,10,Menon,0.735,Mumbai Suburban,General,YELLOW
3.4,0.197,6.7,6.1,0.275,4,4,0,Singh,0.59,Kalahandi,OBC,RED
0.3,0.447,61.2,5.0,0.602,4,4,24,Yadav,0.595,Mumbai Suburban,OBC,YELLOW
1.9,0.69,60.6,3.8,0.577,5,3,0,Gupta,0.945,Hyderabad,OBC,GREEN
5.0,0.33,40.5,5.0,0.368,8,3,0,Ansari,0.639,Kalahandi,OBC,RED
2.2,0.594,68.8,3.7,0.549,6,3,0,Ansari,0.42,Pune,General,GREEN
1.1,0.279,41.5,6.1,0.436,10,3,1,Munda,0.938,Mewat,OBC,YELLOW
1.3,0.844,100.0,10.0,0.972,3,4,10,Kumar,0.593,Hyderabad,SC,GREEN
10.4,0.828,89.1,10.0,0.838,6,4,0,Kumar,0.766,Mumbai Suburban,General,GREEN
2.1,0.717,67.0,5.6,0.679,9,2,0,Das,0.905,Gaya,ST,GREEN
8.9,0.762,67.4,10.0,0.677,14,3,0,Kumar,0.95,Bastar,OBC,YELLOW
4.6,0.594,50.3,5.2,0.508,9,4,4,Khan,0.883,Bastar,SC,YELLOW
2.8,0.643,68.9,5.9,0.616,6,4,0,Ansari,0.381,Pune,General,YELLOW
1.6,0.727,66.9,8.0,0.764,4,4,0,Ansari,0.639,Mumbai Suburban,OBC,GREEN
6.1,0.741,76.4,10.0,0.836,9,4,0,Kumar,0.795,Mumbai Suburban,General,GREEN
8.1,0.886,83.9,10.0,0.838,11,2,0,Deshmukh,0.646,Bengaluru Urban,SC,GREEN
6.6,0.768,87.7,7.5,0.749,6,4,0,Singh,0.835,Mumbai Suburban,ST,GREEN
0.8,0.774,82.2,8.4,0.822,5,4,0,Paswan,0.384,Bengaluru Urban,ST,GREEN
2.1,0.457,55.6,4.4,0.48,6,1,0,Khan,0.784,Pune,SC,GREEN
2.4,0.532,63.1,7.7,0.615,3,4,20,Gupta,0.573,Mumbai Suburban,ST,YELLOW
0.2,0.828,71.1,9.2,0.796,3,3,0,Verma,0.938,Gaya,SC,GREEN
5.2,0.618,72.3,6.4,0.695,12,4,0,Patil,0.838,Pune,SC,GREEN
5.9,0.52,55.8,3.7,0.457,7,4,0,Iyer,0.916,Hyderabad,OBC,GREEN
5.7,0.535,58.8,7.0,0.603,12,4,36,Gupta,0.762,Gaya,OBC,RED
5.0,0.534,54.1,4.8,0.627,11,4,0,Munda,0.681,Mumbai Suburban,General,GREEN
2.6,0.796,84.5,6.6,0.696,7,3,0,Das,0.844,Mumbai Suburban,OBC,GREEN
1.5,0.823,84.6,10.0,0.797,6,4,0,Paswan,0.704,Bengaluru Urban,OBC,GREEN
2.6,0.762,94.3,8.0,0.874,6,4,13,Meena,0.68,Bengaluru Urban,OBC,GREEN
4.6,0.483,55.7,2.1,0.383,5,2,0,Yadav,0.699,Hyderabad,SC,GREEN
9.5,0.558,65.1,6.9,0.617,8,3,11,Paswan,0.899,Hyderabad,General,GREEN
3.8,0.684,93.4,7.1,0.737,6,3,0,Kumar,0.814,Pune,OBC,GREEN
3.6,0.596,53.9,5.9,0.562,3,2,0,Kumar,0.922,Mumbai Suburban,OBC,GREEN
0.3,0.829,83.1,8.7,0.923,5,4,0,Paswan,0.5,Mewat,OBC,GREEN
4.9,0.686,57.3,5.8,0.653,6,3,0,Menon,0.824,Bengaluru Urban,General,GREEN
10.1,0.635,75.4,7.0,0.739,8,3,11,Kumar,0.883,Bengaluru Urban,SC,GREEN
3.2,0.78,75.9,9.9,0.772,11,3,0,Banerjee,0.714,Gaya,OBC,GREEN
2.9,0.732,77.7,7.6,0.699,3,4,0,Paswan,0.494,Mumbai Suburban,SC,GREEN
2.4,0.715,81.3,7.1,0.604,8,3,0,Meena,0.849,Gaya,SC,YELLOW
6.3,0.769,93.7,9.1,0.832,5,4,0,Khan,0.742,Mewat,OBC,GREEN
0.3,0.627,73.8,6.9,0.733,4,4,0,Verma,0.907,Gaya,General,GREEN
8.9,0.767,75.7,7.7,0.791,5,4,0,Ansari,0.73,Kalahandi,SC,GREEN
2.8,0.419,51.8,7.4,0.548,10,4,12,Menon,0.5,Gaya,General,YELLOW
5.0,0.856,100.0,7.7,0.874,6,4,0,Verma,0.722,Pune,OBC,GREEN
6.7,0.661,61.1,7.6,0.643,6,3,0,Meena,0.559,Bengaluru Urban,SC,GREEN
1.3,0.393,52.1,1.9,0.378,5,4,0,Menon,0.79,Mumbai Suburban,General,GREEN
3.4,0.523,38.5,5.8,0.534,3,2,0,Singh,0.911,Mewat,OBC,GREEN
2.8,0.454,61.8,4.0,0.41,8,3,0,Menon,0.711,Bengaluru Urban,SC,GREEN
1.0,0.177,29.4,2.5,0.255,10,4,11,Iyer,0.951,Pune,General,YELLOW
8.0,0.787,64.9,7.4,0.772,10,2,0,Yadav,0.789,Bastar,SC,GREEN
2.5,0.32,38.5,1.2,0.254,4,3,34,Deshmukh,0.8,Bengaluru Urban,General,RED
0.9,0.596,59.6,4.0,0.566,5,3,0,Khan,0.72,Bengaluru Urban,SC,GREEN
3.6,0.771,86.6,9.5,1.0,6,3,0,Yadav,0.755,Bastar,OBC,GREEN
0.6,0.814,94.8,8.8,0.875,6,4,1,Meena,0.831,Kalahandi,General,GREEN
2.2,0.788,82.8,10.0,0.892,5,4,11,Menon,0.819,Mewat,OBC,GREEN
4.5,0.571,48.4,4.2,0.455,12,4,0,Banerjee,0.903,Bastar,OBC,YELLOW
0.5,0.884,95.0,10.0,0.954,4,4,0,Patil,0.912,Gaya,General,GREEN
6.0,0.576,65.8,7.0,0.668,5,4,0,Munda,0.814,Mewat,OBC,GREEN
3.8,0.549,52.2,7.7,0.623,3,4,0,Gupta,0.702,Pune,SC,GREEN
6.7,0.781,81.7,6.6,0.702,6,3,0,Gupta,0.398,Mewat,General,YELLOW
6.7,0.866,87.5,9.3,0.901,9,3,0,Iyer,0.812,Mumbai Suburban,SC,GREEN
2.2,0.314,23.6,2.3,0.333,5,4,0,Das,0.909,Pune,OBC,YELLOW
2.2,0.499,46.8,5.1,0.515,7,4,0,Singh,0.793,Gaya,ST,YELLOW
5.3,0.694,63.7,7.5,0.742,12,4,11,Menon,0.818,Gaya,SC,GREEN
1.1,0.369,37.0,2.2,0.308,4,4,0,Meena,0.863,Pune,SC,YELLOW
1.1,0.308,31.9,3.8,0.373,5,4,0,Verma,0.823,Bengaluru Urban,General,GREEN
1.9,0.825,77.1,10.0,0.879,5,3,0,Gupta,0.776,Bastar,OBC,GREEN
0.7,0.775,86.6,10.0,0.833,6,3,0,Iyer,0.65,Bastar,OBC,GREEN
0.9,0.523,64.4,5.3,0.582,4,4,10,Iyer,0.569,Kalahandi,SC,YELLOW
0.9,0.763,74.9,8.1,0.724,4,3,0,Banerjee,0.745,Mumbai Suburban,OBC,GREEN
2.6,0.394,42.6,4.2,0.382,6,3,4,Yadav,0.854,Mewat,OBC,RED
2.4,0.65,83.1,9.2,0.81,6,3,0,Yadav,0.567,Hyderabad,OBC,GREEN
7.6,0.571,53.8,8.9,0.681,9,4,0,Munda,0.723,Mumbai Suburban,SC,GREEN
2.6,0.434,43.2,3.7,0.353,6,4,8,Yadav,0.688,Pune,General,YELLOW
3.2,0.637,57.8,7.6,0.711,3,3,0,Deshmukh,0.77,Mumbai Suburban,OBC,GREEN
0.1,0.916,95.3,10.0,0.985,3,2,0,Munda,0.757,Pune,General,GREEN
4.2,0.8,99.9,8.2,0.838,4,3,0,Sharma,0.817,Pune,OBC,GREEN
2.8,0.805,89.0,6.7,0.711,3,3,0,Patil,0.749,Gaya,OBC,GREEN
4.5,0.647,77.6,8.0,0.734,10,4,0,Meena,0.616,Gaya,SC,GREEN
2.0,0.688,51.8,7.7,0.636,8,3,6,Sharma,0.37,Hyderabad,General,GREEN
2.6,0.56,52.7,5.3,0.545,8,4,0,Das,0.837,Hyderabad,OBC,GREEN
9.2,0.373,34.2,6.8,0.447,9,4,15,Iyer,0.925,Bastar,OBC,RED
5.2,0.557,66.3,6.1,0.51,7,3,0,Meena,0.613,Bengaluru Urban,SC,GREEN
2.7,0.801,91.1,8.5,0.835,10,4,36,Kumar,0.456,Hyderabad,SC,GREEN
1.5,0.691,39.1,8.0,0.612,4,4,0,Munda,0.368,Mewat,ST,RED
1.1,0.717,84.3,7.6,0.805,3,3,0,Sharma,0.641,Mumbai Suburban,OBC,GREEN
2.1,0.84,100.0,9.5,0.895,4,3,0,Khan,0.684,Bengaluru Urban,SC,GREEN
2.9,0.357,60.8,3.0,0.506,8,3,0,Singh,0.853,Bengaluru Urban,ST,GREEN
12.6,0.547,61.4,3.5,0.408,7,3,0,Verma,0.955,Bengaluru Urban,SC,GREEN
3.9,0.679,74.0,7.7,0.795,9,3,0,Singh,0.93,Gaya,ST,GREEN
1.8,0.751,63.7,4.3,0.595,5,3,0,Munda,0.264,Kalahandi,OBC,RED
0.1,0.735,62.1,8.5,0.778,8,4,0,Iyer,0.464,Bengaluru Urban,ST,GREEN
1.5,0.656,78.0,8.8,0.776,8,3,0,Meena,0.859,Bastar,General,GREEN
2.1,0.794,89.9,8.2,0.895,6,4,0,Ansari,0.779,Mumbai Suburban,OBC,GREEN
4.3,0.615,79.0,10.0,0.782,9,4,0,Singh,0.804,Pune,OBC,GREEN
2.2,0.498,47.3,4.5,0.419,5,4,0,Das,0.643,Mewat,OBC,YELLOW
13.0,0.521,70.8,4.6,0.634,6,2,0,Gupta,0.662,Bastar,General,GREEN
2.8,0.733,81.4,5.7,0.7,8,3,0,Yadav,0.468,Hyderabad,OBC,GREEN
7.8,0.506,48.1,4.0,0.473,6,3,0,Sharma,0.485,Pune,General,GREEN
0.5,0.104,12.2,1.1,0.174,5,4,0,Gupta,0.567,Hyderabad,OBC,YELLOW
3.3,0.821,71.0,7.9,0.722,6,3,0,Khan,0.432,Mumbai Suburban,OBC,GREEN
1.5,0.406,31.2,3.1,0.372,4,4,0,Das,0.72,Bastar,OBC,RED
7.9,0.383,47.4,5.3,0.433,6,3,16,Munda,0.643,Bengaluru Urban,ST,YELLOW
2.3,0.379,48.4,3.0,0.381,8,1,0,Munda,0.647,Gaya,OBC,GREEN
9.4,0.388,43.1,4.5,0.427,6,3,0,Sharma,0.873,Mumbai Suburban,General,GREEN
5.9,0.777,100.0,7.4,0.764,5,4,9,Iyer,0.752,Bengaluru Urban,SC,GREEN
2.1,0.563,55.3,4.8,0.493,5,4,0,Banerjee,0.612,Gaya,ST,YELLOW
1.0,0.455,35.2,8.2,0.61,5,4,0,Banerjee,0.718,Kalahandi,General,YELLOW
1.6,0.876,93.1,7.9,0.91,3,3,0,Munda,0.832,Gaya,General,GREEN
2.6,0.508,47.4,6.4,0.538,3,4,0,Sharma,0.871,Mumbai Suburban,General,GREEN
5.9,0.714,72.5,6.8,0.718,7,3,0,Kumar,0.811,Bengaluru Urban,SC,GREEN
3.4,0.339,67.2,3.2,0.429,12,3,9,Das,0.957,Bengaluru Urban,SC,GREEN
6.8,0.749,85.9,8.1,0.874,4,3,0,Munda,0.861,Bengaluru Urban,SC,GREEN
9.9,0.806,72.4,6.8,0.727,10,2,0,Khan,0.853,Pune,OBC,GREEN
3.5,0.568,69.1,5.5,0.615,4,3,2,Sharma,0.389,Mumbai Suburban,General,YELLOW
1.2,0.707,61.3,5.9,0.694,4,4,0,Gupta,0.435,Mewat,ST,GREEN
4.7,0.657,48.1,8.6,0.627,3,1,5,Khan,0.731,Mumbai Suburban,General,GREEN
14.1,0.764,92.3,6.2,0.847,8,3,0,Khan,0.88,Hyderabad,ST,GREEN
7.1,0.849,82.9,8.9,0.779,8,2,0,Deshmukh,0.84,Mewat,SC,GREEN
4.4,0.755,78.6,8.6,0.882,6,4,0,Das,0.711,Pune,ST,GREEN
1.4,0.918,70.2,7.7,0.778,6,2,0,Ansari,0.712,Mewat,OBC,GREEN
2.9,0.398,31.6,1.5,0.276,3,2,0,Gupta,0.49,Gaya,General,YELLOW
0.5,0.772,79.2,5.6,0.613,4,1,0,Deshmukh,0.596,Mumbai Suburban,OBC,GREEN
1.0,0.438,32.1,2.5,0.314,9,3,0,Kumar,0.872,Bastar,General,RED
4.8,0.306,36.1,3.4,0.284,6,4,0,Patil,0.853,Mumbai Suburban,General,YELLOW
0.4,0.743,94.8,9.1,0.837,3,3,0,Gupta,0.711,Mumbai Suburban,OBC,GREEN
2.5,0.475,44.7,4.5,0.45,5,1,0,Patil,0.797,Bastar,General,GREEN
0.8,0.763,95.2,8.8,0.913,6,4,36,Singh,0.766,Hyderabad,OBC,GREEN
1.0,0.89,89.6,7.5,0.856,4,4,0,Gupta,0.675,Bengaluru Urban,General,GREEN
3.6,0.803,69.8,5.4,0.696,7,3,0,Iyer,0.692,Kalahandi,General,GREEN
1.6,0.357,35.1,4.6,0.335,6,4,0,Munda,0.707,Bengaluru Urban,General,YELLOW
0.6,0.795,90.0,6.0,0.721,7,4,0,Deshmukh,0.397,Bastar,General,YELLOW
2.0,0.545,61.6,4.1,0.614,7,3,9,Das,0.646,Bastar,General,YELLOW
0.6,0.619,64.9,5.9,0.583,6,3,0,Verma,0.857,Mumbai Suburban,OBC,GREEN
8.9,0.444,44.3,5.3,0.555,10,4,4,Verma,0.855,Bengaluru Urban,General,GREEN
6.1,0.706,57.9,8.2,0.69,5,4,0,Banerjee,0.804,Bastar,SC,GREEN
6.1,0.255,47.2,4.2,0.382,3,4,7,Verma,0.914,Mewat,General,RED
1.5,0.678,78.7,5.5,0.725,3,3,33,Patil,0.441,Hyderabad,SC,GREEN
4.9,0.674,62.0,8.1,0.765,3,4,2,Munda,0.919,Kalahandi,SC,GREEN
4.1,0.738,77.6,8.1,0.769,5,2,24,Iyer,0.956,Gaya,OBC,GREEN
1.6,0.698,69.5,6.2,0.652,7,4,0,Menon,0.884,Pune,OBC,GREEN
3.2,0.704,73.5,5.4,0.657,7,2,5,Paswan,0.598,Hyderabad,OBC,GREEN
0.5,0.688,62.0,7.7,0.71,3,4,2,Patil,0.646,Bastar,ST,GREEN
1.1,0.876,88.8,10.0,0.966,7,4,6,Iyer,0.736,Gaya,ST,GREEN
3.1,0.443,48.8,5.8,0.504,5,4,0,Kumar,0.782,Bengaluru Urban,OBC,GREEN
2.1,0.725,100.0,7.3,0.849,9,3,17,Singh,0.495,Pune,OBC,GREEN
4.6,0.552,69.3,6.5,0.714,3,2,3,Kumar,0.799,Bastar,General,GREEN
1.6,0.808,93.7,10.0,0.934,4,3,0,Das,0.826,Pune,SC,GREEN
2.4,0.285,32.6,3.8,0.346,3,3,0,Patil,0.74,Hyderabad,ST,YELLOW
3.3,0.684,76.4,7.6,0.66,11,4,0,Iyer,0.61,Gaya,General,GREEN
1.5,0.83,98.7,9.9,0.804,4,2,8,Ansari,0.687,Bengaluru Urban,SC,GREEN
2.4,0.755,65.8,8.7,0.78,11,2,6,Das,0.872,Mewat,OBC,GREEN
4.1,0.231,6.6,0.8,0.121,6,3,5,Yadav,0.953,Gaya,ST,RED
10.9,0.776,63.5,8.5,0.728,9,3,0,Munda,0.626,Mumbai Suburban,General,GREEN
1.5,0.786,77.4,9.9,0.862,8,4,0,Meena,0.874,Mewat,SC,GREEN
2.1,0.541,57.1,7.3,0.611,5,2,36,Ansari,0.452,Mumbai Suburban,OBC,GREEN
7.0,0.803,74.8,7.1,0.81,7,3,0,Khan,0.484,Mewat,OBC,GREEN
8.4,0.688,65.8,6.7,0.676,3,3,0,Munda,0.699,Pune,General,GREEN
5.3,0.438,35.3,4.6,0.38,5,2,0,Patil,0.669,Pune,General,GREEN
8.3,0.61,75.5,5.9,0.701,7,2,12,Ansari,0.749,Hyderabad,OBC,GREEN
1.4,0.674,37.2,9.6,0.658,6,4,1,Verma,0.839,Mewat,General,GREEN
7.7,0.57,62.9,6.9,0.656,7,4,0,Ansari,0.812,Mewat,General,GREEN
6.3,0.798,82.1,8.4,0.796,6,4,0,Kumar,0.599,Mumbai Suburban,General,GREEN
1.0,0.652,84.6,8.7,0.757,3,3,0,Yadav,0.788,Mumbai Suburban,OBC,GREEN
2.5,0.403,55.9,3.6,0.445,8,3,7,Patil,0.613,Pune,OBC,GREEN
0.2,0.318,14.5,0.6,0.175,6,3,0,Meena,0.776,Kalahandi,OBC,RED
3.8,0.459,27.2,5.7,0.458,4,3,0,Verma,0.573,Bastar,OBC,YELLOW
7.5,0.464,40.0,6.8,0.501,7,4,0,Verma,0.789,Bengaluru Urban,OBC,GREEN
2.0,0.942,100.0,9.7,0.879,5,3,0,Singh,0.855,Hyderabad,General,GREEN
1.2,0.488,26.6,3.9,0.36,9,2,0,Gupta,0.604,Kalahandi,OBC,YELLOW
1.1,0.891,90.2,7.5,0.887,4,1,0,Paswan,0.967,Bengaluru Urban,OBC,GREEN
3.3,0.813,93.4,6.8,0.794,13,3,0,Ansari,0.627,Pune,SC,GREEN
5.3,0.513,46.0,6.1,0.515,3,2,0,Singh,0.662,Bengaluru Urban,SC,GREEN
11.1,0.716,67.8,8.9,0.811,9,4,0,Das,0.556,Pune,OBC,GREEN
10.1,0.559,39.4,7.5,0.532,9,4,0,Iyer,0.881,Bengaluru Urban,OBC,GREEN
4.0,0.722,92.3,7.7,0.728,3,4,0,Iyer,0.549,Hyderabad,General,GREEN
7.3,0.881,95.0,7.6,0.856,8,3,0,Paswan,0.557,Mewat,OBC,GREEN
6.0,0.739,99.1,7.6,0.806,7,3,10,Singh,0.916,Mumbai Suburban,ST,GREEN
3.5,0.543,64.5,7.6,0.601,5,3,9,Deshmukh,0.937,Mumbai Suburban,General,GREEN
3.4,0.442,43.6,3.4,0.397,5,3,0,Yadav,0.561,Kalahandi,OBC,YELLOW
4.7,0.517,63.6,5.5,0.592,5,4,0,Munda,0.924,Mumbai Suburban,OBC,GREEN
2.6,0.701,76.6,6.0,0.689,4,3,2,Paswan,0.713,Pune,OBC,GREEN
2.8,0.634,32.2,5.8,0.527,7,3,0,Khan,0.661,Mewat,OBC,YELLOW
1.5,0.594,68.5,4.7,0.674,6,4,0,Menon,0.69,Bastar,SC,GREEN
2.0,0.871,94.3,8.7,0.878,6,2,0,Iyer,0.689,Bastar,SC,GREEN
13.2,0.614,85.1,5.2,0.676,10,4,23,Munda,0.902,Hyderabad,General,GREEN
2.6,0.626,72.2,5.6,0.611,8,3,0,Kumar,0.909,Bengaluru Urban,SC,GREEN
2.0,0.786,88.2,9.6,0.834,5,4,0,Menon,0.639,Bastar,OBC,GREEN
2.1,0.655,46.3,6.6,0.563,7,2,0,Ansari,0.29,Kalahandi,SC,YELLOW
2.9,0.698,68.8,8.5,0.721,6,3,3,Patil,0.632,Gaya,OBC,GREEN
12.1,0.925,90.9,8.5,0.913,15,4,0,Iyer,0.373,Bengaluru Urban,General,GREEN
11.7,0.529,80.4,4.6,0.715,12,4,14,Munda,0.94,Hyderabad,OBC,GREEN
7.3,0.635,70.3,6.7,0.634,3,4,0,Meena,0.849,Bengaluru Urban,SC,GREEN
1.0,0.448,43.2,3.6,0.393,4,4,0,Yadav,0.464,Gaya,General,RED
7.2,0.788,68.6,10.0,0.822,6,3,0,Banerjee,0.818,Mewat,General,GREEN
2.9,0.727,75.1,6.7,0.736,6,4,10,Verma,0.273,Hyderabad,SC,GREEN
5.6,0.468,35.6,5.9,0.485,8,2,0,Singh,0.812,Bengaluru Urban,OBC,GREEN
1.6,0.732,80.7,9.9,0.907,5,2,0,Kumar,0.76,Pune,General,GREEN
6.3,0.84,95.0,7.6,0.729,6,3,0,Khan,0.488,Pune,General,GREEN
6.6,0.615,69.0,5.9,0.512,4,3,0,Khan,0.644,Hyderabad,OBC,GREEN
4.0,0.51,63.9,5.0,0.525,7,3,0,Singh,0.672,Pune,ST,GREEN
5.7,0.713,68.3,3.6,0.64,6,4,5,Kumar,0.45,Mumbai Suburban,SC,GREEN
5.6,0.633,57.9,5.4,0.506,5,3,8,Munda,0.437,Pune,OBC,GREEN
1.8,0.729,82.8,6.0,0.569,8,2,21,Yadav,0.943,Mewat,SC,YELLOW
10.0,0.499,49.3,5.2,0.533,4,4,0,Patil,0.451,Kalahandi,OBC,YELLOW
2.4,0.892,95.0,7.1,0.863,3,4,0,Khan,0.856,Gaya,OBC,GREEN
0.5,0.6,64.2,5.6,0.546,6,4,0,Verma,0.328,Kalahandi,ST,RED
9.8,0.482,52.5,5.5,0.47,6,3,0,Patil,0.494,Pune,OBC,GREEN
3.7,0.626,64.6,7.4,0.622,5,1,0,Ansari,0.567,Mumbai Suburban,General,GREEN
6.4,0.776,100.0,6.8,0.824,6,4,29,Khan,0.387,Mumbai Suburban,OBC,YELLOW
3.5,0.689,71.0,7.0,0.668,11,3,0,Yadav,0.328,Bengaluru Urban,OBC,GREEN
0.6,0.51,58.4,5.1,0.559,6,1,0,Yadav,0.697,Pune,OBC,GREEN
2.5,0.796,82.7,7.8,0.658,6,3,5,Singh,0.703,Kalahandi,General,GREEN
3.5,0.72,55.3,7.2,0.621,4,4,0,Singh,0.939,Gaya,OBC,GREEN
6.6,0.667,61.6,8.6,0.658,7,3,18,Patil,0.627,Mewat,General,YELLOW
3.9,0.782,90.9,5.3,0.728,11,3,16,Kumar,0.388,Mumbai Suburban,General,YELLOW
2.5,0.487,51.7,5.4,0.488,7,4,8,Meena,0.678,Kalahandi,General,YELLOW
2.7,0.301,20.6,4.1,0.346,9,4,0,Banerjee,0.751,Bastar,General,RED
6.2,0.831,98.9,8.0,0.78,5,4,0,Ansari,0.876,Hyderabad,General,GREEN
6.9,0.796,64.6,6.5,0.7,5,4,0,Iyer,0.771,Gaya,SC,GREEN
1.2,0.253,28.3,0.2,0.213,3,3,0,Meena,0.497,Hyderabad,ST,YELLOW
3.8,0.608,47.1,6.3,0.662,3,1,0,Singh,0.877,Kalahandi,OBC,GREEN
6.8,0.439,63.7,5.6,0.521,5,4,0,Munda,0.587,Bengaluru Urban,SC,GREEN
11.9,0.473,77.5,5.4,0.612,8,4,0,Gupta,0.234,Pune,OBC,YELLOW
9.6,0.36,32.9,5.3,0.316,5,4,0,Deshmukh,0.921,Gaya,OBC,RED
0.6,0.745,91.0,9.9,0.762,5,3,18,Paswan,0.84,Gaya,SC,YELLOW
3.4,0.541,71.8,3.0,0.562,3,3,0,Patil,0.665,Mumbai Suburban,SC,GREEN
0.6,0.489,62.9,6.5,0.589,8,4,0,Ansari,0.613,Pune,General,GREEN
11.2,0.785,91.4,7.6,0.879,7,4,0,Khan,0.615,Mumbai Suburban,ST,GREEN
4.2,0.827,64.9,6.6,0.643,9,4,0,Banerjee,0.853,Bastar,ST,GREEN
6.9,0.579,69.6,7.1,0.688,11,3,0,Singh,0.864,Mewat,General,GREEN
1.3,0.484,57.0,5.6,0.631,3,3,0,Verma,0.649,Pune,General,GREEN
1.8,0.499,60.6,7.6,0.643,6,3,8,Yadav,0.591,Hyderabad,ST,GREEN
4.8,0.37,41.2,3.4,0.388,8,4,0,Menon,0.502,Hyderabad,OBC,GREEN
9.1,0.538,51.4,5.4,0.531,5,2,0,Menon,0.888,Mewat,SC,GREEN
0.3,0.704,67.8,4.8,0.542,8,3,0,Yadav,0.717,Kalahandi,OBC,YELLOW
8.3,0.708,80.2,10.0,0.904,6,4,21,Sharma,0.661,Hyderabad,OBC,GREEN
4.3,0.825,77.7,6.7,0.727,6,4,0,Khan,0.813,Pune,OBC,GREEN
0.2,0.359,41.0,2.9,0.378,5,4,0,Singh,0.585,Bastar,SC,RED
6.2,0.683,71.7,5.8,0.582,6,3,0,Yadav,0.719,Bengaluru Urban,General,GREEN
6.5,0.461,38.2,5.4,0.402,5,4,0,Munda,0.794,Gaya,ST,YELLOW
3.6,0.658,71.7,5.8,0.723,3,3,5,Sharma,0.982,Bengaluru Urban,OBC,GREEN
2.0,0.338,42.2,6.3,0.446,5,4,18,Patil,0.719,Bastar,General,RED
1.4,0.796,89.6,8.9,0.933,6,4,0,Paswan,0.945,Mumbai Suburban,General,GREEN
5.2,0.741,68.8,5.2,0.646,3,1,0,Deshmukh,0.581,Mewat,ST,GREEN
0.7,0.856,91.8,10.0,0.833,3,3,0,Yadav,0.585,Bastar,General,GREEN
10.4,0.485,45.8,6.7,0.582,10,4,0,Singh,0.995,Mewat,OBC,YELLOW
1.5,0.763,74.3,7.0,0.706,3,3,0,Deshmukh,0.607,Kalahandi,OBC,GREEN
7.6,0.589,61.7,4.7,0.594,5,3,0,Das,0.854,Bastar,General,YELLOW
6.4,0.457,54.5,4.2,0.475,5,4,0,Kumar,0.437,Hyderabad,General,GREEN
4.6,0.412,53.3,5.6,0.425,3,3,0,Banerjee,0.629,Mewat,OBC,YELLOW
8.1,0.706,94.1,6.9,0.787,7,4,26,Singh,0.901,Hyderabad,General,GREEN
1.2,0.679,67.4,8.7,0.851,5,3,0,Yadav,0.81,Kalahandi,OBC,GREEN
7.7,0.852,76.1,8.2,0.836,3,4,0,Gupta,0.761,Bengaluru Urban,General,GREEN
7.5,0.574,69.2,8.0,0.686,10,3,0,Paswan,0.606,Hyderabad,ST,GREEN
7.5,0.705,88.7,6.0,0.784,8,3,24,Singh,0.729,Pune,SC,GREEN
5.4,0.418,44.0,3.1,0.4,7,2,0,Menon,0.627,Pune,SC,GREEN
1.1,0.341,46.8,3.6,0.4,7,4,0,Sharma,0.868,Mumbai Suburban,OBC,GREEN
2.4,0.29,30.3,1.9,0.206,4,3,0,Sharma,0.749,Bengaluru Urban,ST,YELLOW
8.3,0.735,57.5,7.8,0.708,6,3,0,Das,0.77,Kalahandi,OBC,GREEN
2.5,0.734,64.7,6.8,0.739,6,2,0,Singh,0.697,Hyderabad,General,GREEN
1.2,0.601,31.1,6.2,0.469,4,3,0,Meena,0.737,Mewat,OBC,YELLOW
16.5,0.325,49.9,3.9,0.476,4,3,18,Deshmukh,0.673,Bengaluru Urban,SC,YELLOW
0.4,0.464,40.7,2.7,0.376,4,2,1,Iyer,0.725,Kalahandi,ST,GREEN
2.1,0.619,83.5,7.5,0.69,3,4,10,Banerjee,0.574,Bengaluru Urban,OBC,GREEN
6.0,0.529,60.5,5.1,0.598,4,2,0,Khan,0.788,Bengaluru Urban,General,GREEN
17.6,0.951,90.2,8.0,0.87,15,2,0,Patil,0.786,Mumbai Suburban,OBC,GREEN
2.8,0.322,23.9,5.6,0.412,6,3,0,Verma,0.768,Mewat,OBC,YELLOW
2.6,0.503,42.5,6.0,0.495,5,3,0,Verma,0.73,Mewat,General,YELLOW
3.3,0.784,100.0,9.4,0.905,8,3,5,Sharma,0.704,Mumbai Suburban,OBC,GREEN
1.2,0.843,87.8,7.7,0.855,6,3,0,Khan,0.913,Hyderabad,OBC,GREEN
0.8,0.695,71.7,4.0,0.619,3,3,4,Munda,0.61,Bengaluru Urban,OBC,GREEN
7.7,0.502,53.1,8.1,0.515,6,3,0,Deshmukh,0.858,Kalahandi,General,YELLOW
3.8,0.438,32.9,5.1,0.37,5,4,0,Khan,0.807,Bengaluru Urban,OBC,GREEN
0.3,0.78,79.0,8.8,0.863,10,3,0,Banerjee,0.746,Bengaluru Urban,ST,GREEN
